location	cabin url	image url	caption	cabin_page_url
Skógarfoss, Iceland	http://cabinporn.com/image/66999843103	http://40.media.tumblr.com/922ff5cc6bf6c7e58b6aca28b48ce595/tumblr_mw89ugIIm41qzwmsso1_1280.jpg	Seljavallalaug near Skógarfoss, Iceland. 	http://cabinporn.com/page/26
Søndre Land, Norway.	http://cabinporn.com/image/66969422189	http://41.media.tumblr.com/34d32105c3cfb30df34477983b1ba968/tumblr_mvkvydRLud1qzwmsso1_1280.jpg	Log cabin in Søndre Land, Norway.	http://cabinporn.com/page/26
Søndre Land, Norway.	http://www.amazon.com/gp/product/158243638X?ie=UTF8&camp=213733&creative=393185&creativeASIN=158243638X&linkCode=shr&tag=cabinporn-20	http://40.media.tumblr.com/f4fdc7699d1b90efc215cb267fac856f/tumblr_mw5rhzzXxR1qzwmsso1_1280.jpg	Books we love:	http://cabinporn.com/page/27
Whidbey Island, Washington, USA	http://www.laceybediz.com	http://40.media.tumblr.com/8d0da2861009dfae72cebf292d3893f4/tumblr_mvi33cMwSn1qzwmsso1_1280.jpg	Boat house on Whidbey Island, Washington, USA.	http://cabinporn.com/page/27
Nagaoka, Japan	http://cabinporn.com/image/66677833360	http://41.media.tumblr.com/8939228be2484a76df34d00a9fe52005/tumblr_mvysxeYeyv1qzwmsso1_1280.jpg	Reconstructed thatch home from the prehistoric Jomon period in Nagaoka, Japan. 	http://cabinporn.com/page/27
Nagarkot, Nepal	http://cabinporn.com/image/66389028781	http://41.media.tumblr.com/293aa01a5c5731322545b0a46fda5941/tumblr_mvx9qdVisG1qzwmsso1_1280.jpg	Hillside homes in Nagarkot, Nepal.	http://cabinporn.com/page/27
Swanzey, New Hampshire	http://cabinporn.com/image/66276868941	http://40.media.tumblr.com/2c2560f69f2e06458da97f6da497ef9b/tumblr_mvjehhkFBI1qzwmsso1_1280.jpg	Treehouse in Swanzey, New Hampshire.	http://cabinporn.com/page/27
Lost Coast of California.	http://cabinporn.com/image/66182854549	http://36.media.tumblr.com/ebb0b743f6124001e94df1cd217a017f/tumblr_mvt1dsPXFK1qzwmsso1_1280.jpg	Off-grid surf shack on the Lost Coast of California.	http://cabinporn.com/page/27
British Columbia	http://cabinporn.com/image/66089621181	http://41.media.tumblr.com/ddc73f76ccf7bf2cf062332fcd65a8f5/tumblr_mvshaxaDIb1qzwmsso1_1280.jpg	Shed in the interior of British Columbia.	http://cabinporn.com/page/28
,	http://amzn.to/1bSs8Jv	http://36.media.tumblr.com/6cabf5f48eb538b6d0958e006a3f51e1/tumblr_mvqy36WmGk1qzwmsso1_1280.jpg	As kids, books like The Visual Dictionary and David Macaulay’s The Way Things Work were our most-prized possessions.  We’d spend hours pouring over insect classifications or a cutaway diagram of a combustion engine.	http://cabinporn.com/page/28
Kearney, Ontario.	http://cabinporn.com/image/65996572739	http://40.media.tumblr.com/367dacb8c53fefb7f9760b44634814c0/tumblr_mvjludHQAx1qzwmsso1_1280.jpg	Dirty Dog Trap Camp in Kearney, Ontario.	http://cabinporn.com/page/28
Catskills of New York.	http://cabinporn.com/image/65890726507	http://41.media.tumblr.com/61ee3821f47f1eebad0d56507b23b562/tumblr_mvnvtnlqVQ1qzwmsso1_1280.jpg	Massive treefort in the Catskills of New York.	http://cabinporn.com/page/28
Sullivan County, NY	http://cabinporn.com/image/65783390168	http://40.media.tumblr.com/3a3cf9513126e078599b37496a02d459/tumblr_mvn1p3Q7rt1qzwmsso1_1280.jpg	Colorful log cabin in Sullivan County, NY.	http://cabinporn.com/page/28
Golden, British Columbia.	http://cabinporn.com/image/65611074530	http://41.media.tumblr.com/5e2dffbe6d6f111d27e9adb97d969dfc/tumblr_mvig5j33qg1qzwmsso1_1280.jpg	Battle Abbey Mountain Hut accessible by helicopter from Golden, British Columbia.	http://cabinporn.com/page/28
Trinity Alps, California.	http://cabinporn.com/image/65127711660	http://41.media.tumblr.com/f72ce9c3f0d12d8f652885b7b1e5c3b3/tumblr_mv9arpvJEH1qzwmsso1_1280.jpg	Cabin built from salvaged materials in the Trinity Alps, California. 	http://cabinporn.com/page/29
 St Peters, Missouri, USA	http://logbloghewn.blogspot.com/2013/10/finally-pulled-over.html	http://36.media.tumblr.com/46d0a6ee059b100c45706c50d2240699/tumblr_mv8b2hVMkO1qzwmsso1_1280.jpg	Old barn turned quilt studio rebuilt in 1986. St Peters, Missouri, USA.	http://cabinporn.com/page/29
Central Baja, Mexico	http://cabinporn.com/image/65003897478	http://41.media.tumblr.com/c9587b2db229259d7590d5ae56180c88/tumblr_mv79r02In11qzwmsso1_1280.jpg	Fishing shack in Central Baja, Mexico.	http://cabinporn.com/page/29
Vikedal, Norway	http://cabinporn.com/image/64882861948	http://40.media.tumblr.com/d537bd170c8d89b956fee1ef8a8f0097/tumblr_mv4j3wGuJy1qzwmsso1_1280.jpg	Moldhuset (literally “the earth/soil house”), a mountain cabin in Vikedal, Norway built by Ole Fatland.	http://cabinporn.com/page/29
Mesick, Michigan, USA	http://cabinporn.com/image/64796900021	http://40.media.tumblr.com/39bf973214fe959feb5ed663f7d39208/tumblr_mv319m7thF1qzwmsso1_1280.jpg	Hunting blind in Mesick, Michigan, USA. 	http://cabinporn.com/page/29
Homer, Alaska, USA	http://cabinporn.com/image/64718968281	http://40.media.tumblr.com/66c6fca027b3a26d9dee56be60839b8f/tumblr_muw9t0hgQI1qzwmsso1_1280.jpg	Seaside Farm in Homer, Alaska, USA.	http://cabinporn.com/page/29
Cluj-Napoca, Romania	http://cabinporn.com/image/64708817324	http://40.media.tumblr.com/e32c4dcd475484e5d51f7e2c8c03aacc/tumblr_muryv9wS3b1qzwmsso1_1280.jpg	Summer cabin in the Carpathian mountains, near Cluj-Napoca, Romania.	http://cabinporn.com/page/29
Springs, NY	http://cabinporn.com/image/64390279501	http://40.media.tumblr.com/737a15c6114e4d83603bec01ac987dfd/tumblr_muo6eg0t701qzwmsso1_1280.jpg	Shingled cottage in Springs, NY.	http://cabinporn.com/page/29
Keene, NY.	http://cabinporn.com/image/64298971798	http://36.media.tumblr.com/746cf3a9a308043dc4fb14c244ae6e4f/tumblr_muthblO3DG1qzwmsso1_1280.jpg	Timber-framed cabin built from salvaged, hand-milled wood in Keene, NY.	http://cabinporn.com/page/30
British Columbia, Canada	http://cabinporn.com/image/64205723162	http://40.media.tumblr.com/07820c54e790cef5b7774f95d1eb053f/tumblr_muqe53x1ef1qzwmsso1_1280.jpg	Remote tree cabin off the coast of British Columbia, Canada. 	http://cabinporn.com/page/30
Alta, Norway	http://cabinporn.com/image/64075499211	http://40.media.tumblr.com/45dd9ccc60fd49093673eba26faecc13/tumblr_mtde2skBlB1qzwmsso1_1280.jpg	Cabin in Alta, Norway.	http://cabinporn.com/page/30
Friuli Venezia Giulia, Italy	http://cabinporn.com/image/64039458648	http://41.media.tumblr.com/92cd6b2f3cdac191ae36bec4295478cb/tumblr_ms6ufykNy71qzwmsso1_1280.jpg	Hillside cabin in Friuli Venezia Giulia, Italy.	http://cabinporn.com/page/30
Cable, Wisconsin	http://cabinporn.com/image/63752027494	http://41.media.tumblr.com/46d52f8b730e131590ed1ce2d18ba392/tumblr_mufordXnc91qzwmsso1_1280.jpg	Off the grid home in Cable, Wisconsin.	http://cabinporn.com/page/30
Willimantic, Maine	http://cabinporn.com/image/63643540326	http://41.media.tumblr.com/5fb5a35fd7803b475d6320590164bcdb/tumblr_mucrr7pk8O1qzwmsso1_1280.jpg	Painted log cabin in Willimantic, Maine.	http://cabinporn.com/page/30
Edgecomb, Washington	http://cabinporn.com/image/63564869368	http://41.media.tumblr.com/0037e4dd0978ae079a14cb4baf91485f/tumblr_mudgfqCzgK1qzwmsso1_1280.jpg	Cedar stump house, Edgecomb, Washington, ca. 1901. 	http://cabinporn.com/page/30
Ontario, Canada	http://cabinporn.com/image/63461460103	http://41.media.tumblr.com/9f9cf6648c5d58348fb2a1365e545aea/tumblr_mubbpdR9mu1qzwmsso1_1280.jpg	Lakeside sauna house in northern Ontario, Canada. 	http://cabinporn.com/page/30
South Island of New Zealand.	http://cabinporn.com/image/63392824428	http://41.media.tumblr.com/065c70e561869c3524d68f4acd51266d/tumblr_mu9g9nsrem1qzwmsso1_1280.jpg	Brewster Hut in the Haast Pass on the South Island of New Zealand.	http://cabinporn.com/page/31
Albion River, Mendocino County, CA.	http://cabinporn.com/image/63364943956	http://41.media.tumblr.com/81ac8d5bd071ae3ea7da45cd3c91df52/tumblr_muapn7iafO1qzwmsso1_1280.jpg	River House on the Albion River, Mendocino County, CA.	http://cabinporn.com/page/31
South Australia	http://cabinporn.com/image/63112989948	http://40.media.tumblr.com/6e2c886b877ddd3d304696f7286fb97d/tumblr_mtm17x6GoU1qzwmsso1_1280.jpg	In progress cabin in South Australia.	http://cabinporn.com/page/31
Sandy Neck, Cape Cod, MA. 	http://cabinporn.com/image/63081107659	http://41.media.tumblr.com/00696b0df476e2140ecb7f1ab4495c35/tumblr_mu282mKHvV1qzwmsso1_1280.jpg	Beachfront fishing shack on Sandy Neck, Cape Cod, MA. 	http://cabinporn.com/page/31
Vermont	http://cabinporn.com/image/63004567825	http://36.media.tumblr.com/ad82b58c9403ebb0815edd000d642167/tumblr_mu2criZqod1qzwmsso1_1280.jpg	Cabin on boulder foundation in Vermont.	http://cabinporn.com/page/31
Nikola-Lenivets	http://cabinporn.com/image/62913061375	http://40.media.tumblr.com/c179ebfc7b668de95bdf05c94a2bcfdf/tumblr_mu19vbz2SF1qzwmsso1_1280.jpg	Bunkhouses in Nikola-Lenivets, Russia.	http://cabinporn.com/page/31
Nikola-Lenivets	http://cabinporn.com/image/62899388486	http://41.media.tumblr.com/741f994342ef8b5d1e898e8a77c60a09/tumblr_mtuyxhRNCH1qzwmsso1_1280.jpg	Bathtub outside Tasmanian cabin.	http://cabinporn.com/page/31
South Pomfret, Vermont	http://tarawray.tumblr.com/	http://40.media.tumblr.com/d5936a0b636a2d6fd4d991f6125a9d8a/tumblr_mu05qbzPkO1qzwmsso1_r1_1280.jpg	Home in South Pomfret, Vermont.	http://cabinporn.com/page/31
Aarhus, Denmark	http://cabinporn.com/image/62755162360	http://40.media.tumblr.com/abf4d05cf2cd8e5329d8115e687767a5/tumblr_mtwesxVNvM1qzwmsso1_1280.jpg	Tree house outside Aarhus, Denmark.	http://cabinporn.com/page/31
Washington State	http://cabinporn.com/image/62445898040	http://41.media.tumblr.com/5a989c9428c9bf012e396b55d353edfd/tumblr_mtsyd2liwN1qzwmsso1_1280.jpg	Floating cabin in Washington State.	http://cabinporn.com/page/32
Basque Country of Spain	http://cabinporn.com/image/62378573821	http://40.media.tumblr.com/a4422b20b9644814fcc4d35ad81589ed/tumblr_mtqrmdsg0E1qzwmsso1_1280.jpg	Surf shack in the Basque Country of Spain.	http://cabinporn.com/page/32
 Brdy Forest, Czech Republic	http://cabinporn.com/image/62245650109	http://41.media.tumblr.com/bae5f44484ad9daedf978bed39fdf4a9/tumblr_mtohf0xsyE1qzwmsso1_1280.jpg	Rambler’s cabin in the Brdy Forest, Czech Republic.	http://cabinporn.com/page/32
Berlin, MD.	http://www.flickr.com/photos/patrickjoust/9807225193/	http://41.media.tumblr.com/9feca67362d8e2bff0f7414d253c4bd7/tumblr_mtfqpgWcfz1qbvpg9o1_1280.jpg	Overgrown farmhouse outside Berlin, MD.	http://cabinporn.com/page/32
Blue Rock, Nova Scotia	http://cabinporn.com/image/62194697496	http://40.media.tumblr.com/tumblr_mbboalIaK21qzwmsso1_1280.jpg	Fishing shack near Blue Rock, Nova Scotia.	http://cabinporn.com/page/32
Zelarino, Italy	http://cabinporn.com/image/62103670196	http://41.media.tumblr.com/03341d7c8ba4579de131ca4aa11daed8/tumblr_mtjkg7s2A51qzwmsso1_1280.jpg	Cabin in Zelarino, Italy.	http://cabinporn.com/page/32
, Sweden	http://cabinporn.com/image/62015595221	http://41.media.tumblr.com/c4fa726dac407a4cb29bca4a15e38991/tumblr_mt9eypbpfG1qzwmsso1_1280.jpg	Rustic cabin in Ångermanland, Sweden.	http://cabinporn.com/page/33
Southern Finland	http://cabinporn.com/image/61768433791	http://40.media.tumblr.com/b250e2aa5eb2e63e5917849a0bad5968/tumblr_mtersyZpuR1qzwmsso1_1280.jpg	Green river cottage in Southern Finland.	http://cabinporn.com/page/33
Bretagne, France	http://cabinporn.com/image/61689893074	http://41.media.tumblr.com/c6dd158eb7d4e88ad41affcf4f3df735/tumblr_mt7q34oLbQ1qzwmsso1_1280.jpg	Cabin near the Guérande salt marshes in Bretagne, France.	http://cabinporn.com/page/33
Triglav National Park, Slovenia	http://cabinporn.com/image/61610200029	http://40.media.tumblr.com/53080a6cb375affd547a97c759e32071/tumblr_mpt4dfF2bS1qzwmsso1_1280.jpg	A-Frame in Triglav National Park, Slovenia	http://cabinporn.com/page/33
Durmitor National Park, Montenegro	http://cabinporn.com/image/61595205204	http://41.media.tumblr.com/2a40595598740082010fec1bd22ee702/tumblr_msvgqhxHMX1qzwmsso1_1280.jpg	Cabin in Durmitor National Park, Montenegro.	http://cabinporn.com/page/33
Cascade Head, Oregon	http://cabinporn.com/image/61529334278	http://36.media.tumblr.com/33bc75e40aed0d2ace6fdebdbd0e80b1/tumblr_mt95k3ETcO1qzwmsso1_1280.jpg	Cabin in Cascade Head, Oregon.	http://cabinporn.com/page/33
Song Kol Lake, Kyrgyzstan	http://cabinporn.com/image/61511859931	http://40.media.tumblr.com/52de90d6d36a314fa11792aab637a958/tumblr_mssgfz6uJY1qzwmsso1_1280.jpg	Yurt in Song Kol Lake, Kyrgyzstan.	http://cabinporn.com/page/33
Sweden	http://cabinporn.com/image/61118105605	http://40.media.tumblr.com/e9e6ae113f4f30aeefd6aca3261cc869/tumblr_msmil0yXjd1qe0lqqo1_1280.png	Trailer Cabin in Sweden photographed by Reidar Pritzel.	http://cabinporn.com/page/33
Vestmann Island, Iceland	http://cabinporn.com/image/60874077271	http://40.media.tumblr.com/998e0463f735e51d9b44308f626e3398/tumblr_msxfkzJf3J1qzwmsso1_1280.jpg	Cabin on Vestmann Island, Iceland.	http://cabinporn.com/page/33
Rokua, Finland	http://cabinporn.com/image/60794161545	http://41.media.tumblr.com/550765f576ff0d73d0096a8ccf3eb39f/tumblr_msvrgyOkGj1qzwmsso1_1280.jpg	Cabin in Rokua, Finland.	http://cabinporn.com/page/34
Wroclaw, Poland	http://cabinporn.com/image/60752499137	http://41.media.tumblr.com/59cc568a3e38aa5fb1d32771fb47851c/tumblr_mss2fcho2K1qzwmsso1_1280.jpg	Treehouse in Wroclaw, Poland.	http://cabinporn.com/page/34
Wroclaw, Poland	http://www.amazon.com/s/?_encoding=UTF8&camp=213733&creative=393193&linkCode=shr&tag=zackle-20&rl=search-alias%3Dstripbooks&field-keywords=river+cottage+handbook	http://41.media.tumblr.com/01210432693056843727f393e01f03e7/tumblr_msptx17pKn1rhxqjno1_1280.jpg	cabinsupplies:	http://cabinporn.com/page/34
Mont de La Saxe in Courmayeur, Italy.	http://cabinporn.com/image/60461309318	http://40.media.tumblr.com/7a1da656b98230d0a749fe3b87f819de/tumblr_mspqa2QM9l1qzwmsso1_1280.jpg	Cabin on Mont de La Saxe in Courmayeur, Italy. Mont Blanc looms in the background.	http://cabinporn.com/page/34
Batesville, Virginia, USA	http://cabinporn.com/image/60179557686	http://41.media.tumblr.com/b04288935f198c135c4980a59b337f83/tumblr_msdmiaSyAw1qzwmsso1_1280.jpg	Foam Dome in Batesville, Virginia, USA.	http://cabinporn.com/page/34
Dungeness, Kent, UK	http://cabinporn.com/image/59787844861	http://41.media.tumblr.com/a40f38dc8a27df6aa5ca2ff7d6015bb0/tumblr_mscblaYdWw1qzwmsso1_1280.jpg	Shack with motorcycle bay in Dungeness, Kent, UK.	http://cabinporn.com/page/34
Mt. Greylock, Massachusetts, USA	http://cabinporn.com/image/59784058106	http://36.media.tumblr.com/f1bad4df18e7834a1d9c6462582951b5/tumblr_msbnueaNcK1qzwmsso1_1280.jpg	Cabin on the Appalachian Trail near Mt. Greylock, Massachusetts, USA.	http://cabinporn.com/page/34
Mt. Greylock, Massachusetts, USA	http://cabinporn.com/image/59588456577	http://41.media.tumblr.com/ae07b688451ae30f7e02ee4e2b0010fc/tumblr_ms8w6u99qY1qzwmsso1_1280.jpg	Writes Marta Prodan:	http://cabinporn.com/page/34
Harpswell, Maine	http://cabinporn.com/image/59511379173	http://41.media.tumblr.com/ba0c7e5a1ee9ea8f1bd2f3c5cc552126/tumblr_ms7fvbftoL1qzwmsso1_1280.jpg	Artist’s studio in Harpswell, Maine designed by Petra Simmons.	http://cabinporn.com/page/34
Stockholm archipelago	http://cabinporn.com/image/59443402574	http://41.media.tumblr.com/ac40de40f33bb92b67b6dc4db8a8c354/tumblr_ms5zh9mKgq1qzwmsso1_1280.jpg	Summerhouse Lagnö in the Stockholm archipelago by Tham & Videgård Arkitekter.	http://cabinporn.com/page/34
Freshwater, California	http://cabinporn.com/image/59328808017	http://36.media.tumblr.com/ef5cee6c0cf0ca171b14d055081a0cbc/tumblr_mrwagbLk4o1qzwmsso1_r1_1280.jpg	Raft Cabin built by Stephen Burgess on his family pond in Freshwater, California.	http://cabinporn.com/page/35
DIY	https://diy.org/market/patches	http://40.media.tumblr.com/b1f1ef61332f57709062e8731006458a/tumblr_mryakcjZee1qz6h81o1_1280.jpg	DIY is a community where kids learn new skills and earn patches for their hard work. Have kids or a cool younger cousin? Help them sign up on diy.org.	http://cabinporn.com/page/35
Esalen Institute, Big Sur	http://www.flickr.com/photos/ohalcyondays/9563592139/	http://40.media.tumblr.com/c539e48123cc19ef18e5130e7995a71e/tumblr_mrwe0cFoI61qzwmsso1_1280.jpg	Thatch structure at Esalen Institute, Big Sur, California, USA.	http://cabinporn.com/page/35
Echo Lake, California, USA	http://cabinporn.com/image/58914047832	http://41.media.tumblr.com/af75ca8619135d94e10f8f1860c075e4/tumblr_mrsygfblYV1qzwmsso1_1280.jpg	Cabin at Echo Lake, California, USA accessible only by boat or trail.	http://cabinporn.com/page/35
Echo Lake, California, USA	http://cabinporn.com/image/58796938419	http://40.media.tumblr.com/b5a4d08440e50700fd980f641538cba5/tumblr_mrslh3x4j51qzwmsso1_1280.jpg	Writes Joycelin Hunter:	http://cabinporn.com/page/35
Pornichet, France	http://cabinporn.com/image/58711634666	http://40.media.tumblr.com/c80f278c9fe2046bd8a23b4acd4be6b7/tumblr_mrs3cbiuJt1qzwmsso1_1280.jpg	Fishing Cabin in Pornichet, France. Photograph by Aurélien Jesel.	http://cabinporn.com/page/35
Pornichet, France	http://cabinporn.com/image/58704466671	http://40.media.tumblr.com/cf254aa9510c4326a310f7b34dbdfb8f/tumblr_mrpo4ps5WH1qzwmsso1_1280.jpg	Writes Rosemary:	http://cabinporn.com/page/35
Penobscot Bay, Maine.	http://cabinporn.com/image/58603401167	http://40.media.tumblr.com/5d5fb737a913194e25c7c14e31da044c/tumblr_mrjtf7h7zO1qzwmsso1_1280.jpg	Cabin converted from a supply shack on the Penobscot Bay, Maine.	http://cabinporn.com/page/35
Somers, Montana	http://cabinporn.com/image/58423577034	http://41.media.tumblr.com/e38845ebf3d7bac853b4a7513f853248/tumblr_mrltpm9RYF1qzwmsso1_1280.jpg	Island cabin on Flathead Lake near Somers, Montana.	http://cabinporn.com/page/35
Savary Island, British Columbia	http://shesahomebody.tumblr.com/post/58210804881/the-promised-land-savary-island	http://41.media.tumblr.com/2e60a37cf7bb6e0feb1004e82df59263/tumblr_mri6ivPEix1qzwmsso1_1280.jpg	Cabin on Savary Island, British Columbia. 	http://cabinporn.com/page/36
Arnastapi, Iceland	http://cabinporn.com/image/58249407113	http://36.media.tumblr.com/ea9b5868aa259a2f11825a2e299c0b1b/tumblr_mrizokzLRS1qzwmsso1_1280.jpg	Homestead in Arnastapi, Iceland.	http://cabinporn.com/page/36
Lake Wanaka, New Zealand	http://cabinporn.com/image/58163558991	http://41.media.tumblr.com/dd379db5df2300b0d8b26981794e6042/tumblr_mrfnyoOS2E1qzwmsso1_1280.jpg	Corrugated steel shack near Lake Wanaka, New Zealand.	http://cabinporn.com/page/36
Stamping Ground, Kentucky	http://cabinporn.com/image/58114074559	http://40.media.tumblr.com/b54b553868db233991025e45640b29ad/tumblr_mrg4noaYL61qzwmsso1_1280.jpg	Cabin in Stamping Ground, Kentucky.	http://cabinporn.com/page/36
Tintholmen, Faroe Islands	http://cabinporn.com/image/58058641146	http://40.media.tumblr.com/4505444a7f994f5b4ccc1ba7edf8f91c/tumblr_mrf76heJCf1qzwmsso1_1280.jpg	Cabin near Tintholmen, Faroe Islands.	http://cabinporn.com/page/36
San Diego, California, USA	http://cabinporn.com/image/57822992219	http://41.media.tumblr.com/c127769edfc86e2f9af4a026ed1aeb80/tumblr_mra7sh7pYD1qzwmsso1_1280.jpg	Stucco shed in San Diego, California, USA.	http://cabinporn.com/page/36
High Falls, NY	http://cabinporn.com/image/57819858889	http://40.media.tumblr.com/22d600d6e4299e38b0dfc32f3fec165a/tumblr_mr9mjyDN5x1qzwmsso1_1280.jpg	Cabin in High Falls, NY.	http://cabinporn.com/page/36
Asunción, Paraguay 	http://cabinporn.com/image/57793903545	http://40.media.tumblr.com/1ab5668a9ef329396be5e2bf44319054/tumblr_mr9ptc3Inb1qzwmsso1_1280.jpg	La Caja Obscura, a small home in Asunción, Paraguay featuring a tilting steel roof.	http://cabinporn.com/page/37
Aurora, Illinois.	http://cabinporn.com/image/57710383388	http://40.media.tumblr.com/984ee27f7e1c9aeb3ff9b7855eeb3855/tumblr_mr8047lKUV1qzwmsso1_1280.jpg	Art Studio in the Woods by David Genc in Aurora, Illinois.	http://cabinporn.com/page/37
Islesboro, Maine	http://cabinporn.com/image/57536545665	http://40.media.tumblr.com/5b89bb2169c0b632af1c19686d591c79/tumblr_mr4e3gK5Bg1qzwmsso1_1280.jpg	Shingled cabin on the island of Islesboro, Maine.	http://cabinporn.com/page/37
Islesboro, Maine	http://www.amazon.com/gp/product/3899554663?ie=UTF8&camp=213733&creative=393185&creativeASIN=3899554663&linkCode=shr&tag=zackle-20&=books&qid=1375721011&sr=1-1	http://36.media.tumblr.com/61c7cdb59d9b4211bfdd77c4b24914fd/tumblr_mr2h9lkuZw1rhxqjno1_1280.jpg	cabinsupplies:	http://cabinporn.com/page/37
Hellnavegur, Iceland	http://cabinporn.com/image/57391428662	http://36.media.tumblr.com/d9507ded22978dc4bad3ae2a76c97da4/tumblr_mr1f4enJfn1qzwmsso1_1280.jpg	A-frame near Hellnavegur, Iceland.	http://cabinporn.com/page/37
Penobscot Bay, Maine, USA	http://cabinporn.com/image/57349002530	http://40.media.tumblr.com/b530986ba289e582452db6d9ab35f41e/tumblr_mqzm9susNt1qzwmsso1_1280.jpg	Island cabin in Penobscot Bay, Maine, USA.	http://cabinporn.com/page/37
San Juan Island, Washington State.	http://cabinporn.com/image/57154972749	http://41.media.tumblr.com/e6ef80c5756be687117e4a3e35888c62/tumblr_mqj4qzFMEP1qzwmsso1_1280.jpg	Off grid cabin on San Juan Island, Washington State.	http://cabinporn.com/page/37
Fallen Leaf Lake, California	http://cabinporn.com/image/57118340528	http://40.media.tumblr.com/af8a1687bfc85b37698a7e058d756675/tumblr_mquz8wkW4Y1qzwmsso1_1280.jpg	A small church tucked away in the woods near Fallen Leaf Lake, California, USA.	http://cabinporn.com/page/37
Navoo, Illinois, USA	http://cabinporn.com/image/56965997017	http://36.media.tumblr.com/2ddecb1b1ab3b6a45878eed9cec5f1d1/tumblr_mqrx6xNY601qzwmsso1_1280.jpg	A-frame on the eastern bank of the Mississippi near Navoo, Illinois, USA.	http://cabinporn.com/page/37
Machynlleth, Wales, UK	http://www.walesonline.co.uk/lifestyle/boat-roofed-shed-machynlleth-final-shed-4291899	http://41.media.tumblr.com/20bf0348eb4f4a8776134e4378b6f382/tumblr_mqjs53Kd5w1qzwmsso1_1280.jpg	Alex Holland’s cabin in Machynlleth, Wales, UK.	http://cabinporn.com/page/38
Bella Coola, British Columbia, Canada	http://cabinporn.com/image/56706314325	http://36.media.tumblr.com/b951ecb7bc2aa354d8b1acd187e8965b/tumblr_mqmuvdVZjI1qzwmsso1_1280.jpg	Cabin on the Salloompt River in Bella Coola, British Columbia, Canada. More pictures here. 	http://cabinporn.com/page/38
Cabin, South Island	http://cabinporn.com/image/56121323449	http://36.media.tumblr.com/703fd065b2d13daf6ba1d3171afbd4f7/tumblr_mqb2viGDsb1qzwmsso1_1280.jpg	Sam Summer’s Cabin, South Island, New Zealand.	http://cabinporn.com/page/38
Outside Snoqualmie, Washington	http://cabinporn.com/image/56081801468	http://40.media.tumblr.com/979cd5ee266d21c9b032b4dcacabbf57/tumblr_mqax9cPcim1qzwmsso1_1280.jpg	Outside Snoqualmie, Washington, USA.	http://cabinporn.com/page/38
Michigan, USA	http://cabinporn.com/image/55860413814	http://40.media.tumblr.com/f02ce7a7af1005181372bf69a67d33eb/tumblr_mq3fuyDhRY1qzwmsso1_1280.png	Backyard cabin in Michigan, USA.	http://cabinporn.com/page/38
Loch Lomond National Park, Scotland	http://cabinporn.com/image/55730264438	http://40.media.tumblr.com/509951c85b5326c77b10b8d1d2570c40/tumblr_mq33bs1Af41qzwmsso1_1280.jpg	Cottage in Loch Lomond National Park, Scotland.	http://cabinporn.com/page/38
The River Test, England	http://cabinporn.com/image/55196383208	http://40.media.tumblr.com/c257cf46ca789166021d40c1e788ec20/tumblr_mpsfwl9iYA1qzwmsso1_1280.jpg	Thatched cabin on The River Test, England.	http://cabinporn.com/page/38
Condon, Montana	http://cabinporn.com/image/55176589612	http://41.media.tumblr.com/63eed5e02e4c7cf29eeaf148a7ecffce/tumblr_mps2mcqyzo1qzwmsso1_1280.jpg	Shed cabin in Condon, Montana, USA.	http://cabinporn.com/page/38
Dawson, Yukon, Canada	http://cabinporn.com/image/55171817783	http://36.media.tumblr.com/1522cd4149a7eae5db114c612173b4e5/tumblr_mprb910nKm1qzwmsso1_1280.jpg	Fire lookout in Dawson, Yukon, Canada.	http://cabinporn.com/page/38
Nova Scotia, Canada		http://40.media.tumblr.com/02d5f082bf43be7619c4b21b4f603d21/tumblr_mpc6zo6jXh1qzwmsso1_500.jpg	Blue Beach Outhouse, Nova Scotia, Canada.	http://cabinporn.com/page/38
Chester, New York, USA	http://cabinporn.com/image/54958806298	http://41.media.tumblr.com/6ada2374620a51a198337f5bbdfa0e46/tumblr_mpn5hwR9mh1qzwmsso1_1280.jpg	Tiny cabin in Chester, New York, USA	http://cabinporn.com/page/39
British Columbia, Canada	http://cabinporn.com/image/54917407352	http://41.media.tumblr.com/faf30c627bd8a256ad01c758fab45cb0/tumblr_mplct2XcR01qzwmsso1_1280.jpg	The lonely cabin. British Columbia, Canada. 	http://cabinporn.com/page/39
Black Forest, Germany	http://cabinporn.com/image/54678687387	http://36.media.tumblr.com/24eb827a8ca2f7e4de6899598028e87f/tumblr_mpgpgs6OYb1qzwmsso1_1280.jpg	Abandoned ranger hut in the Black Forest, Germany.	http://cabinporn.com/page/39
Chatham, New Hampshire, USA	http://cabinporn.com/image/54641848491	http://40.media.tumblr.com/7c91b92091f6340ea065d08249c02217/tumblr_mpe2akYCGi1qzwmsso1_1280.jpg	Cabin in Chatham, New Hampshire, USA.	http://cabinporn.com/page/39
Munich, Germany.	http://cabinporn.com/image/54460524837	http://41.media.tumblr.com/13833941e78b2a483e67eb7c51b80932/tumblr_mpbbd3Ovbz1qzwmsso1_1280.jpg	Lake cabin in Munich, Germany.	http://cabinporn.com/page/39
 Pasco, WA	http://www.flickr.com/photos/boyghost/9191148229/	http://40.media.tumblr.com/bd28edf713a02b9681cfcbe8271f720b/tumblr_mpbex2Cpy41r6uo5xo1_500.jpg	Derelict house in Pasco, WA by M. Wriston.	http://cabinporn.com/page/39
